date,code,open,high,low,close,volume,amount,return
2025-10-20,TSLA,443.8699951171875,449.79998779296875,440.6099853515625,447.42999267578125,63719000,0.0,0.0
2025-10-21,TSLA,445.760009765625,449.29998779296875,442.04998779296875,442.6000061035156,54412200,0.0,-0.010794954856246153
2025-10-22,TSLA,443.45001220703125,445.5400085449219,429.0,438.9700012207031,84023500,0.0,-0.008201547294971134
2025-10-23,TSLA,420.0,449.3999938964844,413.8999938964844,448.9800109863281,126709800,0.0,0.022803402824313368
2025-10-24,TSLA,446.8299865722656,451.67999267578125,430.1700134277344,433.7200012207031,94727800,0.0,-0.03398817183887881
2025-10-27,TSLA,439.9800109863281,460.1600036621094,438.69000244140625,452.4200134277344,105867500,0.0,0.043115401997602554
2025-10-28,TSLA,454.7799987792969,467.0,451.6000061035156,460.54998779296875,80185700,0.0,0.017969970655449252
2025-10-29,TSLA,462.5,465.70001220703125,452.6499938964844,461.510009765625,67983500,0.0,0.0020845119924046696
2025-10-30,TSLA,451.04998779296875,455.05999755859375,439.6099853515625,440.1000061035156,72447900,0.0,-0.04639120107705208
2025-10-31,TSLA,446.75,458.0,443.69000244140625,456.55999755859375,83135800,0.0,0.03740057084027071
2025-11-03,TSLA,455.989990234375,474.07000732421875,453.79998779296875,468.3699951171875,84595200,0.0,0.02586735066967427
2025-11-04,TSLA,454.4599914550781,460.2200012207031,443.6000061035156,444.260009765625,87756600,0.0,-0.05147636612701911
2025-11-05,TSLA,452.04998779296875,466.3299865722656,440.7099914550781,462.07000732421875,85573000,0.0,0.040089130615176494
2025-11-06,TSLA,461.9599914550781,467.45001220703125,435.0899963378906,445.9100036621094,109622900,0.0,-0.03497306340156037
2025-11-07,TSLA,437.9200134277344,439.3599853515625,421.8800048828125,429.5199890136719,103471500,0.0,-0.03675632866235745
2025-11-10,TSLA,439.6000061035156,449.6700134277344,433.3599853515625,445.2300109863281,76515900,0.0,0.03657576451501576
2025-11-11,TSLA,439.3999938964844,442.489990234375,432.3599853515625,439.6199951171875,60533200,0.0,-0.01260026442672324
2025-11-12,TSLA,442.1499938964844,442.3299865722656,426.55999755859375,430.6000061035156,58513500,0.0,-0.02051769508633805
2025-11-13,TSLA,423.1300048828125,424.5,396.3399963378906,401.989990234375,118948000,0.0,-0.06644220962287406
2025-11-14,TSLA,386.29998779296875,412.19000244140625,382.7799987792969,404.3500061035156,105506700,0.0,0.005870832424868633
2025-11-17,TSLA,398.739990234375,423.9599914550781,398.739990234375,408.9200134277344,102214300,0.0,0.011302107716671506
2025-11-18,TSLA,405.3800048828125,408.8999938964844,393.7099914550781,401.25,80688600,0.0,-0.018756757252943457
2025-11-19,TSLA,406.17999267578125,411.7799987792969,398.5,403.989990234375,72047700,0.0,0.006828636098130891
2025-11-20,TSLA,414.6300048828125,428.94000244140625,394.739990234375,395.2300109863281,113548800,0.0,-0.02168365419886953
2025-11-21,TSLA,402.32000732421875,402.79998779296875,383.760009765625,391.0899963378906,100460600,0.0,-0.010474950113494086
2025-11-24,TSLA,402.1700134277344,421.7200012207031,401.0899963378906,417.7799987792969,96806400,0.0,0.0682451678419993
2025-11-25,TSLA,414.4200134277344,420.4800109863281,405.95001220703125,419.3999938964844,71915600,0.0,0.0038776272725380423
2025-11-26,TSLA,423.95001220703125,426.94000244140625,416.8900146484375,426.5799865722656,63463000,0.0,0.017119677587676296
2025-11-28,TSLA,426.5899963378906,432.92999267578125,426.20001220703125,430.1700134277344,36252900,0.0,0.008415835173881447
2025-12-01,TSLA,425.32000732421875,433.6600036621094,425.2900085449219,430.1400146484375,57463600,0.0,-6.973703038437584e-05
