date,code,open,high,low,close,volume,amount,return
2024-04-26,600519,1575.746562807085,1594.3504183301911,1575.7279407837343,1590.0994873046875,3099592,0.0,0.0
2024-04-29,600519,1578.4905575411524,1607.3730881382041,1575.5790496624638,1585.0484619140625,4133223,0.0,-0.00317654677015633
2024-04-30,600519,1585.9879487067199,1609.121837841879,1585.9786376953125,1585.9786376953125,3075989,0.0,0.0005868437486931111
2024-05-06,600519,1612.9264987138922,1641.790410635333,1606.4430816811446,1637.325439453125,5990949,0.0,0.03237546870897812
2024-05-07,600519,1642.525086980351,1653.6967109551874,1634.0510446814662,1646.441162109375,2492452,0.0,0.005567447030747186
2024-05-08,600519,1646.1528288429217,1646.4133100766248,1633.111621270102,1640.8321533203125,1476909,0.0,-0.003406747181828429
2024-05-09,600519,1635.278964726963,1641.7716923917822,1627.8374222253613,1633.4185791015625,2238734,0.0,-0.004518179512601694
2024-05-10,600519,1638.1625302780444,1644.4692647634804,1612.9450168972153,1617.586669921875,2620661,0.0,-0.00969249975618347
2024-05-13,600519,1611.1125706566318,1611.7079076815357,1582.4625866586061,1586.908935546875,3766212,0.0,-0.018965125606828614
2024-05-14,600519,1586.899515593658,1593.6713460445103,1581.3369811336431,1583.16943359375,2127417,0.0,-0.002356469151669538
2024-05-15,600519,1583.7276153336115,1588.769301183364,1580.0161551483677,1581.3277587890625,1573876,0.0,-0.001163283452553121
2024-05-16,600519,1585.9787682879878,1590.5181138207047,1572.0258758983573,1585.513671875,2967954,0.0,0.002647087589952246
2024-05-17,600519,1581.3370587683107,1596.7503033834453,1581.3277477564686,1595.2806396484375,2892388,0.0,0.006160128384063324
2024-05-20,600519,1598.0617641963024,1612.0146548413024,1588.8714556828393,1589.6993408203125,3142572,0.0,-0.0034986313313217776
2024-05-21,600519,1588.7692159434566,1590.3784312320595,1579.616151083241,1585.9786376953125,1629339,0.0,-0.002340507433990613
2024-05-22,600519,1584.118388238407,1590.5924939944346,1572.9560742872263,1579.1976318359375,2028568,0.0,-0.004275597223193928
2024-05-23,600519,1581.327739102367,1587.2623736298965,1572.100185770698,1573.8955078125,1888497,0.0,-0.0033574797204282136
2024-05-24,600519,1574.8164005910628,1576.6767861794751,1559.933315883764,1560.0076904296875,2021663,0.0,-0.008823849686256935
2024-05-27,600519,1560.863615668989,1569.653892757206,1551.570998101811,1553.53369140625,2509791,0.0,-0.004149978915587438
2024-05-28,600519,1553.7941993346685,1558.2312375111792,1546.9107493577455,1548.436279296875,2352087,0.0,-0.0032811725536256997
2024-05-29,600519,1549.7011580199467,1562.723856826837,1548.7709652480257,1557.1427001953125,1965128,0.0,0.005622718231835133
2024-05-30,600519,1558.0729524463218,1558.4264302551023,1533.887939453125,1533.887939453125,3220792,0.0,-0.014934251523171627
2024-05-31,600519,1535.2831612942496,1547.3756672602146,1533.376220703125,1533.376220703125,2185665,0.0,-0.00033360895332579243
2024-06-03,600519,1534.8180620784262,1535.6738802997422,1520.967478183254,1524.94873046875,3026105,0.0,-0.005496035559042767
2024-06-04,600519,1525.9812747000042,1540.399262970562,1522.307058592561,1537.794677734375,2084108,0.0,0.008423855182118967
2024-06-05,600519,1536.6784807562537,1542.8922185213225,1528.3346787268915,1529.2369384765625,1905557,0.0,-0.005564942694703978
2024-06-06,600519,1528.920819390278,1536.669284992518,1521.7118247661626,1525.339599609375,2561005,0.0,-0.00254855135206844
2024-06-07,600519,1531.2181851464247,1531.2647402031596,1505.991362488833,1506.1495361328125,3352455,0.0,-0.012580846574413274
2024-06-11,600519,1491.089779038901,1492.9594756905024,1457.6121485401977,1459.4725341796875,7024676,0.0,-0.030990947999076424
2024-06-12,600519,1460.402680252886,1479.0065360522858,1460.402680252886,1461.9654541015625,3317050,0.0,0.0017080964961606604
2024-06-13,600519,1466.6999869588483,1466.8116055428104,1444.7288395491291,1446.458984375,3618597,0.0,-0.01060659106756523
2024-06-14,600519,1446.44970703125,1454.7841976248567,1414.3208135374873,1446.44970703125,5951416,0.0,-6.413831190710262e-06
2024-06-17,600519,1425.3250511567235,1440.6546091424,1405.530522658227,1433.89208984375,4831816,0.0,-0.008681682554503523
2024-06-18,600519,1424.0228540026706,1446.0219361974032,1410.8048507915569,1415.288330078125,4125825,0.0,-0.012974309501667003
2024-06-19,600519,1422.28200783859,1427.988273442705,1407.195069951089,1425.139892578125,4126153,0.0,0.006960816598732267
2024-06-20,600519,1424.1904775389726,1439.3913465079788,1422.2915569022541,1424.285400390625,2471068,0.0,-0.0005995847789750375
2024-06-21,600519,1424.665082795372,1428.9186461045579,1395.9153990597647,1396.656005859375,4331997,0.0,-0.019398776764595338
2024-06-24,600519,1351.0820135057356,1413.7368897369956,1342.5463746390762,1401.9256591796875,6383993,0.0,0.003773050270220235
2024-06-25,600519,1402.3528219126656,1427.0292851128406,1402.3528219126656,1411.51513671875,4209795,0.0,0.006840218292797129
2024-06-26,600519,1405.201204292896,1425.206281252205,1403.112438052285,1413.9552001953125,2956977,0.0,0.0017286838894514656
2024-06-27,600519,1416.5948271978905,1418.4652362513611,1393.8077790392113,1415.1611328125,3282178,0.0,0.0008528789434212314
2024-06-28,600519,1405.2011956882616,1418.9588656901906,1390.0098314105505,1393.228515625,3858202,0.0,-0.015498317950487395
2024-07-01,600519,1394.6432364492016,1398.545504335896,1355.8292951290778,1367.5836181640625,3216138,0.0,-0.01840681350785678
2024-07-02,600519,1360.5766587175337,1422.291580431867,1360.5766587175337,1415.3604736328125,5185298,0.0,0.0349352352822776
2024-07-03,600519,1423.241091389974,1436.5430404154658,1412.8160350952546,1424.1905517578125,3157326,0.0,0.006238748565823515
2024-07-04,600519,1428.9377375180159,1435.5839595529833,1406.2741250148133,1410.651123046875,2437973,0.0,-0.009506753639270005
2024-07-05,600519,1410.651123046875,1410.651123046875,1410.651123046875,1410.651123046875,0,0.0,0.0
2024-07-08,600519,1370.071229746644,1384.0947770942264,1347.4171206181948,1348.233642578125,3952705,0.0,-0.04424728371812736
2024-07-09,600519,1348.2336200426098,1381.3603036713441,1338.833939933961,1365.3524169921875,3362071,0.0,0.012697186803117821
2024-07-10,600519,1366.5107068282157,1391.794838699156,1362.4755006416462,1364.9345703125,2376322,0.0,-0.0003060357710488182
2024-07-11,600519,1376.6889566546695,1394.7572144166688,1367.4222146305833,1388.1964111328125,2902014,0.0,0.017042458537032124
2024-07-12,600519,1398.564506548187,1411.2777936985199,1391.3865311464274,1404.080810546875,2338634,0.0,0.01144247261171083
2024-07-15,600519,1395.706630174963,1412.7969154424115,1395.706630174963,1400.3590087890625,1917626,0.0,-0.002650703385343567
2024-07-16,600519,1401.4034423828125,1407.1002043437181,1391.006898164527,1401.4034423828125,2031644,0.0,0.0007458327380298613
2024-07-17,600519,1401.4982624531244,1427.0387665516291,1395.725585813757,1425.5196533203125,3431101,0.0,0.017208614028016767
2024-07-18,600519,1423.7158328905682,1438.4324687090436,1417.0981218903532,1421.826416015625,2887039,0.0,-0.0025908006922845672
2024-07-19,600519,1415.464972071461,1451.8957593161908,1409.0085956410082,1448.515625,3894291,0.0,0.018771074080312866
2024-07-22,600519,1447.9553216343286,1452.6551032802356,1416.262335412587,1423.2408447265625,2854321,0.0,-0.017448745348147332
2024-07-23,600519,1423.2408486697273,1425.1397690815616,1381.464599609375,1381.464599609375,3094396,0.0,-0.029352899245393527
2024-07-24,600519,1376.907262108043,1389.7249759849726,1362.4755121032726,1367.2418212890625,2412255,0.0,-0.010295434515176227
2024-07-25,600519,1367.2418660948813,1374.8185408907261,1348.243155853731,1358.1934814453125,2834656,0.0,-0.006617951340326167
2024-07-26,600519,1358.193310148935,1365.057888840293,1339.5934173116316,1350.312744140625,3235379,0.0,-0.005802367197566882
2024-07-29,600519,1343.4861956869108,1350.1229132755109,1327.3453721344886,1327.3643798828125,3086907,0.0,-0.01699485127233802
2024-07-30,600519,1315.9328629394058,1320.006084389349,1292.500249511604,1310.24560546875,5177904,0.0,-0.012896816182135229
2024-07-31,600519,1303.7039259654327,1355.1362325832285,1303.7039259654327,1349.448974609375,4327232,0.0,0.029920626313873155
2024-08-01,600519,1346.3347892896636,1348.2337100079847,1314.7177129692482,1316.10400390625,3203810,0.0,-0.024710064130270215
2024-08-02,600519,1304.1786064568287,1326.3674883777353,1304.1786064568287,1315.4296875,2192769,0.0,-0.0005123579931742839
2024-08-05,600519,1318.6864342571141,1353.9303961750882,1315.4962615374902,1338.74853515625,3773607,0.0,0.01772717149220493
2024-08-06,600519,1350.1326196183954,1352.0315403210936,1323.5572336562084,1333.7069091796875,2744433,0.0,-0.003765924551300537
2024-08-07,600519,1334.4664565355522,1350.1230476677986,1327.6303887108913,1343.9610595703125,2062221,0.0,0.007688458626139871
2024-08-08,600519,1339.6883627190361,1374.989344492113,1337.7894422899517,1358.3831787109375,2513082,0.0,0.010731054324770284
2024-08-09,600519,1386.240513970058,1394.757144825784,1364.1845703125,1364.1845703125,3013849,0.0,0.004270806420812567
2024-08-12,600519,1357.7282128798845,1370.0711966333379,1354.4810169681084,1363.5198974609375,1363203,0.0,-0.00048723088211610754
2024-08-13,600519,1360.5766521538696,1362.4755728128423,1340.6474891100256,1351.091552734375,1630843,0.0,-0.009114897956169044
2024-08-14,600519,1351.0915370571688,1352.8860309671861,1340.6569774292639,1341.872314453125,1341431,0.0,-0.006823548161922766
